Tipo_vivienda;Superficie construida;Habitaciones;Baños;Planta;Conservación;Precio;PMZona;PMm²Zona;RMP;RMH
Piso;91.0;2;2;2.0;A estrenar;369817.0;734591.73;3773.82;21254.0;65428.0
Piso;88.0;2;2;2.0;A estrenar;859000.0;820074.21;6639.78;19199.0;38360.0
Piso;75.0;2;2;1.0;A estrenar;245000.0;308670.68;3123.67;13849.0;37141.0
Piso;80.0;2;1;0.5;En buen estado;127000.0;323333.33;1747.9;14379.0;36547.0
Piso;46.0;2;1;1.0;A reformar;178000.0;820074.21;6639.78;19199.0;38360.0
Casa;70.0;2;1;0.0;A reformar;93000.0;339700.0;1536.26;14500.0;44410.0
Dúplex;117.0;2;2;1.0;Reformado;196000.0;232225.0;2021.15;14285.0;40309.0
Piso;98.0;2;2;2.0;En buen estado;450000.0;1200411.76;5148.83;19394.0;57962.0
Piso;291.0;3;4;1.0;A estrenar;1525400.0;1474913.24;9115.3;25956.0;60217.0
Piso;120.0;3;2;0.0;A estrenar;384465.0;307364.24;2577.14;14205.0;36962.0
Piso;79.0;3;1;2.0;Reformado;165000.0;203500.0;1923.36;13809.0;37487.0
Casa adosada;287.0;3;3;0.0;A estrenar;390000.0;290766.43;2029.47;12566.0;34529.0
Piso;79.0;1;2;1.0;En buen estado;200000.0;320904.52;2307.83;12745.0;36317.0
Piso;55.0;2;1;0.0;En buen estado;160000.0;296686.5;3182.53;13719.0;33790.0
Piso;122.0;3;2;0.0;A reformar;364900.0;1235417.65;4893.34;20671.0;55125.0
Piso;57.0;2;1;0.0;Reformado;125000.0;381560.93;3252.04;15115.0;39321.0
Piso;97.0;3;1;1.0;En buen estado;315000.0;820074.21;6639.78;19199.0;38360.0
Ático;202.0;3;2;6.0;A estrenar;695000.0;277223.0;2996.8;10797.0;30023.0
Piso;61.0;1;1;2.0;En buen estado;210000.0;820074.21;6639.78;19199.0;38360.0
Piso;80.0;2;2;2.0;Reformado;330000.0;820074.21;6639.78;19199.0;38360.0
Piso;155.0;3;2;10.0;A estrenar;564000.0;562942.11;3460.16;20477.0;59299.0
Piso;136.0;3;3;2.0;En buen estado;264000.0;258967.62;1906.18;12592.0;38093.0
Piso;64.0;2;1;0.0;A estrenar;179990.0;233732.5;2406.18;13809.0;37487.0
Piso;65.0;2;1;1.0;En buen estado;299000.0;734591.73;3773.82;21254.0;65428.0
Piso;100.0;2;2;1.0;En buen estado;234900.0;347533.53;2035.92;16160.0;47715.0
Piso;147.0;3;2;2.0;A estrenar;299000.0;222275.0;1916.51;12184.0;34865.0
Estudio;49.0;2;1;0.0;Reformado;169900.0;682685.09;4200.49;20500.0;54316.0
Piso;91.0;2;2;0.0;A estrenar;335000.0;820931.96;2942.56;16370.999999999998;45647.0
Casa adosada;186.0;3;3;0.0;En buen estado;259000.0;418612.5;2278.56;13782.0;41736.0
Piso;82.0;2;1;1.0;En buen estado;450000.0;1474913.24;9115.3;25956.0;60217.0
Chalet adosado;200.0;3;3;0.0;En buen estado;300000.0;316222.22;1828.58;14279.0;36353.0
Chalet;329.0;5;3;0.0;A estrenar;860000.0;1091446.77;3066.01;23169.0;76685.0
Apartamento;45.0;1;1;0.0;A estrenar;160000.0;380846.08;3210.44;19394.0;57962.0
Piso;121.0;3;2;3.0;En buen estado;225000.0;290766.43;2029.47;12566.0;34529.0
Piso;65.0;2;1;0.0;En buen estado;180000.0;290766.43;2029.47;12566.0;34529.0
Piso;85.0;3;1;1.0;A reformar;183900.0;242575.4;2307.17;13120.0;34335.0
Piso;101.0;2;2;1.0;A estrenar;325000.0;307364.24;2577.14;14205.0;36962.0
Piso;82.0;2;2;4.0;A estrenar;271900.0;320904.52;2307.83;12745.0;36317.0
Piso;55.0;2;1;1.0;En buen estado;240000.0;277223.0;2996.8;10797.0;30023.0
Piso;148.0;5;2;1.0;A reformar;560000.0;820074.21;6639.78;19199.0;38360.0
Piso;130.0;3;2;0.0;En buen estado;246000.0;246000.0;1892.31;13040.0;35488.0
Piso;95.0;3;2;5.0;En buen estado;220000.0;290766.43;2029.47;12566.0;34529.0
Chalet;317.0;4;3;0.0;A estrenar;509000.0;320904.52;2307.83;12745.0;36317.0
Piso;77.0;2;1;5.0;En buen estado;249000.0;246055.29;2777.76;12275.0;32050.0
Piso;93.0;2;2;3.0;A estrenar;268000.0;204509.83;2052.7;11788.0;34016.0
Piso;78.0;3;1;2.0;A reformar;289900.0;1235417.65;4893.34;20671.0;55125.0
Piso;70.0;3;1;1.0;En buen estado;245000.0;380846.08;3210.44;19394.0;57962.0
Casa adosada;200.0;5;4;0.0;Reformado;615000.0;381560.93;3252.04;15115.0;39321.0
Piso;300.0;5;3;1.0;En buen estado;350000.0;246055.29;2777.76;12275.0;32050.0
Piso;46.0;2;1;6.0;En buen estado;214000.0;1235417.65;4893.34;20671.0;55125.0
Piso;74.0;1;1;0.0;Reformado;229500.0;179978.75;2366.13;10941.0;28681.0
Chalet adosado;200.0;6;3;0.0;En buen estado;380000.0;307364.24;2577.14;14205.0;36962.0
Chalet adosado;184.0;3;3;0.0;En buen estado;246000.0;248415.0;1524.09;11947.0;36126.0
Piso;111.0;3;2;1.0;A estrenar;185704.0;258967.62;1906.18;12592.0;38093.0
Piso;55.0;2;1;2.0;Reformado;148000.0;246055.29;2777.76;12275.0;32050.0
Piso;72.0;2;1;2.0;En buen estado;167000.0;246055.29;2777.76;12275.0;32050.0
Piso;61.0;3;1;5.0;Reformado;350000.0;468570.0;5082.27;20103.0;46699.0
Dúplex;96.0;2;2;1.0;En buen estado;500000.0;820074.21;6639.78;19199.0;38360.0
Piso;60.0;2;1;4.0;A reformar;160000.0;277223.0;2996.8;10797.0;30023.0
Piso;136.0;3;2;1.0;En buen estado;285000.0;406000.77;2688.94;16184.000000000002;48274.0
Piso;85.0;3;2;2.0;En buen estado;120000.0;166800.0;993.28;11417.0;31258.0
Piso;87.0;2;2;1.0;A estrenar;359983.0;246055.29;2777.76;12275.0;32050.0
Piso;82.0;3;1;3.0;En buen estado;425000.0;1471095.24;6128.53;28233.0;69670.0
Piso;140.0;3;3;4.0;En buen estado;1300000.0;1474913.24;9115.3;25956.0;60217.0
Piso;78.0;2;2;1.0;En buen estado;275000.0;308670.68;3123.67;13849.0;37141.0
Chalet;180.0;3;2;0.0;En buen estado;455000.0;308670.68;3123.67;13849.0;37141.0
Piso;90.0;3;2;1.0;A estrenar;215000.0;296686.5;3182.53;13719.0;33790.0
Casa;149.0;3;3;0.0;A estrenar;409000.0;320904.52;2307.83;12745.0;36317.0
Piso;91.0;2;2;2.0;A estrenar;369817.0;734591.73;3773.82;21254.0;65428.0
Piso;103.0;3;2;1.0;A estrenar;237377.0;210890.64;2134.95;10929.0;32680.0
Piso;124.0;2;2;2.0;En buen estado;203000.0;179978.75;2366.13;10941.0;28681.0
Piso;78.0;2;2;1.0;En buen estado;175000.0;370148.66;2169.33;14996.0;43503.0
Piso;123.0;3;2;1.0;En buen estado;310000.0;307364.24;2577.14;14205.0;36962.0
Piso;122.0;3;2;1.0;En buen estado;345000.0;404569.14;4016.05;16890.0;41311.0
Piso;110.0;4;2;3.0;En buen estado;250000.0;307364.24;2577.14;14205.0;36962.0
Ático;154.0;3;3;1.0;En buen estado;570000.0;292565.38;2668.12;13600.0;37800.0
Piso;95.0;3;2;8.0;En buen estado;199999.0;179978.75;2366.13;10941.0;28681.0
Chalet;564.0;6;6;0.0;En buen estado;1390000.0;734591.73;3773.82;21254.0;65428.0
Piso;75.0;3;1;1.0;Reformado;169900.0;179978.75;2366.13;10941.0;28681.0
Piso;125.0;3;2;1.0;En buen estado;670000.0;675858.33;5137.28;17026.0;39991.0
Piso;94.0;2;1;2.0;En buen estado;345000.0;246055.29;2777.76;12275.0;32050.0
Chalet;248.0;5;4;0.0;En buen estado;1330000.0;682685.09;4200.49;20500.0;54316.0
Piso;78.0;2;1;7.0;A reformar;290000.0;682685.09;4200.49;20500.0;54316.0
Chalet pareado;300.0;5;4;0.0;En buen estado;695000.0;611624.62;2519.64;19257.0;58788.0
Piso;291.0;3;4;1.0;A estrenar;1525400.0;1474913.24;9115.3;25956.0;60217.0
Piso;84.0;3;2;1.0;Reformado;245000.0;334026.09;2353.78;15320.0;40283.0
Piso;121.0;4;2;4.0;En buen estado;355000.0;682685.09;4200.49;20500.0;54316.0
Piso;70.0;2;2;3.0;En buen estado;219000.0;381560.93;3252.04;15115.0;39321.0
Piso;77.0;2;1;0.5;A reformar;235000.0;404569.14;4016.05;16890.0;41311.0
Piso;84.0;2;2;1.0;A estrenar;320000.0;406000.77;2688.94;16184.000000000002;48274.0
Ático;161.0;3;2;5.0;A estrenar;514900.0;307364.24;2577.14;14205.0;36962.0
Piso;89.0;2;2;3.0;A estrenar;383600.0;734591.73;3773.82;21254.0;65428.0
Piso;74.0;3;1;1.0;En buen estado;117000.0;186396.42;1864.74;10251.0;30961.0
Piso;180.0;4;2;1.0;En buen estado;259000.0;307364.24;2577.14;14205.0;36962.0
Casa adosada;183.0;3;2;0.0;En buen estado;219900.0;200100.0;1365.25;12685.0;34277.0
Piso;100.0;3;2;1.0;En buen estado;250000.0;307364.24;2577.14;14205.0;36962.0
Piso;54.0;2;1;2.0;A reformar;139000.0;682685.09;4200.49;20500.0;54316.0
Piso;97.0;2;2;1.0;En buen estado;1275000.0;1616817.59;7863.47;25275.0;56281.0
Piso;78.0;3;1;2.0;En buen estado;140000.0;242575.4;2307.17;13120.0;34335.0
Piso;86.0;3;1;1.0;A reformar;360000.0;1533912.0;8661.73;23925.0;57448.0
Piso;94.0;3;1;2.0;Reformado;212000.0;381560.93;3252.04;15115.0;39321.0
Piso;80.0;2;1;1.0;En buen estado;290000.0;246055.29;2777.76;12275.0;32050.0
Piso;120.0;3;2;0.0;A estrenar;384465.0;307364.24;2577.14;14205.0;36962.0
Piso;124.0;3;2;5.0;Reformado;225900.0;290766.43;2029.47;12566.0;34529.0
Piso;137.0;3;2;1.0;En buen estado;299000.0;307364.24;2577.14;14205.0;36962.0
Piso;70.0;1;1;1.0;En buen estado;390000.0;1616817.59;7863.47;25275.0;56281.0
Piso;189.0;4;3;7.0;A reformar;790000.0;675858.33;5137.28;17026.0;39991.0
Piso;68.0;2;1;3.0;En buen estado;298000.0;468570.0;5082.27;20103.0;46699.0
Piso;139.0;4;3;1.0;A reformar;595000.0;468570.0;5082.27;20103.0;46699.0
Piso;197.0;5;3;1.0;A reformar;1425000.0;1474913.24;9115.3;25956.0;60217.0
Piso;76.0;3;1;2.0;Reformado;249900.0;179978.75;2366.13;10941.0;28681.0
Piso;68.0;2;1;1.0;En buen estado;579000.0;1474913.24;9115.3;25956.0;60217.0
Piso;129.0;4;2;1.0;A reformar;465000.0;1471095.24;6128.53;28233.0;69670.0
Piso;152.0;3;2;8.0;En buen estado;285000.0;277223.0;2996.8;10797.0;30023.0
Piso;148.0;4;3;1.0;En buen estado;490000.0;780426.67;2398.23;18512.0;63085.0
Piso;56.0;2;2;0.0;A estrenar;199500.0;404569.14;4016.05;16890.0;41311.0
Casa rústica;96.0;3;1;0.0;Reformado;116000.0;116000.0;1208.33;12241.0;35192.0
Casa adosada;287.0;3;3;0.0;A estrenar;390000.0;290766.43;2029.47;12566.0;34529.0
Piso;82.0;2;1;0.0;A estrenar;350000.0;820074.21;6639.78;19199.0;38360.0
Chalet;640.0;11;8;0.0;En buen estado;1200000.0;1091446.77;3066.01;23169.0;76685.0
Casa pareada;251.0;6;3;0.0;En buen estado;695000.0;381560.93;3252.04;15115.0;39321.0
Piso;67.0;3;1;3.0;En buen estado;155000.0;179978.75;2366.13;10941.0;28681.0
Piso;182.0;3;2;2.0;En buen estado;415000.0;525900.0;2577.72;17359.0;54713.0
Piso;160.0;3;2;4.0;En buen estado;700000.0;1474913.24;9115.3;25956.0;60217.0
Piso;77.0;2;2;5.0;En buen estado;445000.0;1616817.59;7863.47;25275.0;56281.0
Piso;107.0;3;1;1.0;En buen estado;265000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;86.0;3;2;1.0;A estrenar;139062.0;215122.72;1537.09;12779.0;35897.0
Piso;171.0;3;2;2.0;En buen estado;829900.0;1616817.59;7863.47;25275.0;56281.0
Piso;65.0;2;1;3.0;En buen estado;125000.0;233732.5;2406.18;13809.0;37487.0
Piso;91.0;2;2;1.0;En buen estado;625000.0;682685.09;4200.49;20500.0;54316.0
Piso;87.0;3;1;8.0;En buen estado;178000.0;320904.52;2307.83;12745.0;36317.0
Ático;202.0;3;2;6.0;A estrenar;695000.0;277223.0;2996.8;10797.0;30023.0
Piso;106.0;3;2;2.0;En buen estado;340000.0;246055.29;2777.76;12275.0;32050.0
Piso;108.0;2;1;3.0;En buen estado;185000.0;260408.74;2079.61;13327.0;39791.0
Piso;87.0;3;1;0.0;En buen estado;320000.0;468570.0;5082.27;20103.0;46699.0
Casa adosada;336.0;4;3;0.0;A estrenar;393000.0;215122.72;1537.09;12779.0;35897.0
Piso;64.0;2;1;1.0;En buen estado;148000.0;308670.68;3123.67;13849.0;37141.0
Piso;85.0;3;1;2.0;En buen estado;152500.0;210890.64;2134.95;10929.0;32680.0
Piso;87.0;3;1;5.0;Reformado;115000.0;186396.42;1864.74;10251.0;30961.0
Piso;78.0;3;1;1.0;En buen estado;168000.0;296686.5;3182.53;13719.0;33790.0
Ático;77.0;2;1;5.0;A estrenar;218357.0;260408.74;2079.61;13327.0;39791.0
Piso;169.0;4;3;1.0;En buen estado;899000.0;404569.14;4016.05;16890.0;41311.0
Chalet adosado;149.0;4;3;0.0;En buen estado;590000.0;296686.5;3182.53;13719.0;33790.0
Piso;95.0;2;2;1.0;A estrenar;990000.0;820074.21;6639.78;19199.0;38360.0
Piso;53.0;2;1;0.0;Reformado;151000.0;1336621.11;4954.85;24659.0;63205.0
Piso;40.0;1;1;1.0;A reformar;109000.0;179978.75;2366.13;10941.0;28681.0
Piso;53.0;2;1;1.0;En buen estado;115000.0;381560.93;3252.04;15115.0;39321.0
Piso;150.0;4;2;3.0;En buen estado;374500.0;675858.33;5137.28;17026.0;39991.0
Piso;65.0;3;2;1.0;Reformado;149500.0;307364.24;2577.14;14205.0;36962.0
Piso;88.0;2;3;1.0;A estrenar;215000.0;390211.11;2125.15;14224.0;43589.0
Piso;101.0;2;2;1.0;A estrenar;325000.0;307364.24;2577.14;14205.0;36962.0
Piso;109.0;2;2;1.0;En buen estado;560000.0;675858.33;5137.28;17026.0;39991.0
Ático;117.0;3;1;6.0;En buen estado;339000.0;305824.59;2350.22;13809.0;37487.0
Piso;62.0;2;1;0.0;En buen estado;175900.0;404569.14;4016.05;16890.0;41311.0
Piso;75.0;2;1;0.0;Reformado;228000.0;404569.14;4016.05;16890.0;41311.0
Casa adosada;200.0;3;3;0.0;En buen estado;499000.0;290766.43;2029.47;12566.0;34529.0
Piso;52.0;1;1;0.0;En buen estado;259900.0;1616817.59;7863.47;25275.0;56281.0
Piso;135.0;3;2;1.0;A reformar;490000.0;1616817.59;7863.47;25275.0;56281.0
Chalet;335.0;4;2;0.0;A reformar;599000.0;734591.73;3773.82;21254.0;65428.0
Piso;70.0;2;1;4.0;Reformado;219000.0;404569.14;4016.05;16890.0;41311.0
Piso;65.0;1;1;1.0;En buen estado;229000.0;381560.93;3252.04;15115.0;39321.0
Piso;98.0;3;1;2.0;A reformar;174000.0;306328.57;2115.77;13080.0;36502.0
Chalet adosado;174.0;5;3;0.0;Reformado;319900.0;186396.42;1864.74;10251.0;30961.0
Piso;227.0;6;3;5.0;A reformar;1350000.0;1616817.59;7863.47;25275.0;56281.0
Piso;65.0;1;1;1.0;En buen estado;176200.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;58.0;2;1;4.0;En buen estado;137000.0;404569.14;4016.05;16890.0;41311.0
Ático;63.0;1;1;1.0;A reformar;170000.0;246055.29;2777.76;12275.0;32050.0
Piso;176.0;4;3;2.0;En buen estado;270000.0;440344.29;2681.07;13809.0;37487.0
Piso;75.0;3;1;5.0;En buen estado;209999.0;381560.93;3252.04;15115.0;39321.0
Chalet;290.0;4;4;0.0;En buen estado;368000.0;299000.0;1261.93;15234.0;37592.0
Piso;101.0;3;2;10.0;En buen estado;228000.0;290766.43;2029.47;12566.0;34529.0
Chalet;317.0;4;3;0.0;A estrenar;509000.0;320904.52;2307.83;12745.0;36317.0
Piso;210.0;4;3;1.0;En buen estado;509000.0;806473.17;3809.79;21248.0;66390.0
Piso;81.0;3;1;2.0;En buen estado;179990.0;242575.4;2307.17;13120.0;34335.0
Piso;60.0;2;1;1.0;En buen estado;279000.0;404569.14;4016.05;16890.0;41311.0
Piso;40.0;1;1;2.0;En buen estado;220000.0;820074.21;6639.78;19199.0;38360.0
Piso;320.0;5;4;1.0;En buen estado;1450000.0;404569.14;4016.05;16890.0;41311.0
Piso;119.0;3;1;4.0;A estrenar;465000.0;296686.5;3182.53;13719.0;33790.0
Casa unifamiliar;195.0;3;3;0.0;En buen estado;500000.0;500000.0;2564.1;17962.0;31144.0
Chalet pareado;205.0;3;2;0.0;A reformar;415000.0;705857.14;2542.62;21537.0;69688.0
Piso;89.0;3;1;2.0;A reformar;103500.0;142381.82;1229.03;11421.0;32837.0
Dúplex;208.0;4;3;3.0;En buen estado;309900.0;357218.18;2068.66;15275.0;48247.0
Casa adosada;276.0;5;5;0.0;En buen estado;520000.0;204509.83;2052.7;11788.0;34016.0
Chalet adosado;244.0;4;4;0.0;Reformado;489000.0;258967.62;1906.18;12592.0;38093.0
Piso;211.0;5;4;1.0;En buen estado;890000.0;404569.14;4016.05;16890.0;41311.0
Piso;92.0;2;1;3.0;A reformar;172000.0;246055.29;2777.76;12275.0;32050.0
Casa;149.0;3;3;0.0;A estrenar;409000.0;320904.52;2307.83;12745.0;36317.0
Dúplex;115.0;3;2;0.0;En buen estado;179000.0;248415.0;1524.09;11947.0;36126.0
Piso;103.0;2;2;1.0;A estrenar;279400.0;246055.29;2777.76;12275.0;32050.0
Dúplex;217.0;4;3;7.0;En buen estado;1390000.0;682685.09;4200.49;20500.0;54316.0
Piso;75.0;2;2;3.0;A estrenar;799000.0;1474913.24;9115.3;25956.0;60217.0
Dúplex;146.0;5;3;1.0;Reformado;499000.0;290766.43;2029.47;12566.0;34529.0
Piso;147.0;5;2;1.0;En buen estado;517000.0;675858.33;5137.28;17026.0;39991.0
Piso;69.0;2;2;0.0;A estrenar;150000.0;179978.75;2366.13;10941.0;28681.0
Piso;138.0;3;2;1.0;En buen estado;595000.0;682685.09;4200.49;20500.0;54316.0
Piso;87.0;2;1;4.0;En buen estado;690000.0;1474913.24;9115.3;25956.0;60217.0
Casa unifamiliar;230.0;3;1;0.0;Reformado;310000.0;192952.13;2158.77;11059.0;30673.0
Piso;120.0;3;2;2.0;A estrenar;176985.0;347533.53;2035.92;16160.0;47715.0
Piso;116.0;4;2;8.0;En buen estado;209000.0;290766.43;2029.47;12566.0;34529.0
Casa adosada;223.0;4;3;0.0;En buen estado;384000.0;204509.83;2052.7;11788.0;34016.0
Ático;114.0;3;2;1.0;A estrenar;482000.0;308670.68;3123.67;13849.0;37141.0
Piso;103.0;3;2;1.0;A estrenar;237377.0;210890.64;2134.95;10929.0;32680.0
Piso;120.0;2;2;0.0;En buen estado;255000.0;290766.43;2029.47;12566.0;34529.0
Piso;102.0;3;2;2.0;En buen estado;187900.0;179978.75;2366.13;10941.0;28681.0
Piso;97.0;3;1;1.0;En buen estado;165000.0;440344.29;2681.07;13809.0;37487.0
Piso;64.0;2;1;2.0;Reformado;230000.0;246055.29;2777.76;12275.0;32050.0
Piso;150.0;4;2;1.0;En buen estado;216000.0;290766.43;2029.47;12566.0;34529.0
Piso;125.0;4;2;2.0;En buen estado;320000.0;246055.29;2777.76;12275.0;32050.0
Piso;65.0;2;1;4.0;En buen estado;269000.0;1533912.0;8661.73;23925.0;57448.0
Piso;64.0;2;1;1.0;A estrenar;325000.0;246055.29;2777.76;12275.0;32050.0
Piso;43.0;2;1;0.0;En buen estado;140000.0;381560.93;3252.04;15115.0;39321.0
Piso;222.0;3;2;3.0;A estrenar;918000.0;1474913.24;9115.3;25956.0;60217.0
Casa adosada;317.0;4;3;0.0;En buen estado;690000.0;562942.11;3460.16;20477.0;59299.0
Piso;57.0;2;1;2.0;En buen estado;105000.0;307364.24;2577.14;14205.0;36962.0
Piso;90.0;2;2;1.0;En buen estado;260000.0;404569.14;4016.05;16890.0;41311.0
Piso;89.0;2;2;3.0;A estrenar;383600.0;734591.73;3773.82;21254.0;65428.0
Piso;81.0;3;1;1.0;En buen estado;116800.0;233732.5;2406.18;13809.0;37487.0
Piso;148.0;4;2;3.0;Reformado;699900.0;820074.21;6639.78;19199.0;38360.0
Piso;80.0;2;1;3.0;En buen estado;155000.0;290766.43;2029.47;12566.0;34529.0
Piso;72.0;2;1;2.0;A reformar;234000.0;404569.14;4016.05;16890.0;41311.0
Piso;120.0;3;2;1.0;En buen estado;450000.0;1533912.0;8661.73;23925.0;57448.0
Chalet adosado;238.0;3;3;0.0;En buen estado;437000.0;260408.74;2079.61;13327.0;39791.0
Piso;66.0;3;1;6.0;En buen estado;175000.0;221354.76;2379.6;13993.0;36837.0
Piso;101.0;4;2;0.0;En buen estado;320000.0;404569.14;4016.05;16890.0;41311.0
Piso;138.0;3;2;1.0;En buen estado;640000.0;1474913.24;9115.3;25956.0;60217.0
Piso;148.0;5;1;1.0;A reformar;699000.0;1471095.24;6128.53;28233.0;69670.0
Piso;60.0;3;1;2.0;A reformar;135000.0;381560.93;3252.04;15115.0;39321.0
Piso;54.0;2;1;1.0;A reformar;127500.0;404569.14;4016.05;16890.0;41311.0
Piso;103.0;3;1;2.0;En buen estado;216500.0;242575.4;2307.17;13120.0;34335.0
Ático;139.0;3;2;1.0;A estrenar;722916.0;734591.73;3773.82;21254.0;65428.0
Piso;103.0;2;2;1.0;A estrenar;279400.0;246055.29;2777.76;12275.0;32050.0
Piso;113.0;3;2;1.0;En buen estado;255000.0;242575.4;2307.17;13120.0;34335.0
Piso;95.0;3;1;8.0;En buen estado;258000.0;204509.83;2052.7;11788.0;34016.0
Ático;230.0;5;2;9.0;En buen estado;299900.0;320904.52;2307.83;12745.0;36317.0
Casa adosada;95.0;3;1;0.0;En buen estado;300000.0;806473.17;3809.79;21248.0;66390.0
Piso;79.0;3;1;4.0;En buen estado;172500.0;277223.0;2996.8;10797.0;30023.0
Piso;90.0;3;1;2.0;En buen estado;130000.0;204509.83;2052.7;11788.0;34016.0
Piso;102.0;4;1;0.0;A reformar;248000.0;308670.68;3123.67;13849.0;37141.0
Chalet adosado;166.0;4;3;0.0;A reformar;369000.0;307364.24;2577.14;14205.0;36962.0
Piso;168.0;4;3;3.0;En buen estado;875000.0;1235417.65;4893.34;20671.0;55125.0
Casa adosada;193.0;4;3;0.0;A estrenar;617900.0;307364.24;2577.14;14205.0;36962.0
Piso;80.0;3;1;1.0;Reformado;151000.0;204509.83;2052.7;11788.0;34016.0
Ático;114.0;3;2;1.0;A estrenar;482000.0;308670.68;3123.67;13849.0;37141.0
Piso;72.0;2;1;1.0;En buen estado;118000.0;205671.43;1738.44;11588.0;32406.0
Piso;85.0;2;1;1.0;En buen estado;150000.0;306328.57;2115.77;13080.0;36502.0
Piso;77.0;3;1;3.0;Reformado;130000.0;130000.0;1688.31;12044.0;34930.0
Piso;168.0;3;2;1.0;En buen estado;599995.0;1028586.4;4151.27;27167.0;86403.0
Piso;65.0;2;1;3.0;En buen estado;179900.0;305824.59;2350.22;13809.0;37487.0
Piso;87.0;2;2;7.0;En buen estado;670000.0;820074.21;6639.78;19199.0;38360.0
Casa adosada;265.0;4;2;0.0;En buen estado;390000.0;233732.5;2406.18;13809.0;37487.0
Piso;67.0;3;1;3.0;En buen estado;127500.0;204509.83;2052.7;11788.0;34016.0
Piso;62.0;3;1;2.0;En buen estado;119000.0;192952.13;2158.77;11059.0;30673.0
Piso;78.0;2;2;0.0;En buen estado;168630.0;204509.83;2052.7;11788.0;34016.0
Chalet;158.0;3;3;0.0;A estrenar;330000.0;323333.33;1747.9;14379.0;36547.0
Ático;214.0;3;3;8.0;En buen estado;1500000.0;1471095.24;6128.53;28233.0;69670.0
Piso;70.0;3;1;1.0;Reformado;118000.0;215122.72;1537.09;12779.0;35897.0
Piso;216.0;3;2;5.0;En buen estado;329000.0;320904.52;2307.83;12745.0;36317.0
Piso;94.0;3;2;2.0;En buen estado;198990.0;186396.42;1864.74;10251.0;30961.0
Piso;75.0;3;1;3.0;En buen estado;145000.0;290766.43;2029.47;12566.0;34529.0
Piso;64.0;2;1;1.0;A estrenar;325000.0;246055.29;2777.76;12275.0;32050.0
Chalet;200.0;3;3;0.0;Reformado;325000.0;360886.67;1417.06;12998.0;42106.0
Piso;85.0;3;1;2.0;Reformado;135000.0;186396.42;1864.74;10251.0;30961.0
Piso;97.0;3;2;3.0;Reformado;269990.0;179978.75;2366.13;10941.0;28681.0
Casa pareada;354.0;5;4;0.0;En buen estado;695000.0;611624.62;2519.64;19257.0;58788.0
Piso;180.0;2;2;0.0;A estrenar;369990.0;307364.24;2577.14;14205.0;36962.0
Piso;92.0;3;1;1.0;En buen estado;220000.0;380846.08;3210.44;19394.0;57962.0
Piso;120.0;3;2;5.0;A estrenar;198990.0;186396.42;1864.74;10251.0;30961.0
Piso;60.0;2;1;1.0;A reformar;148000.0;246055.29;2777.76;12275.0;32050.0
Piso;82.0;3;1;1.0;En buen estado;215000.0;404569.14;4016.05;16890.0;41311.0
Piso;47.0;1;1;1.0;En buen estado;87000.0;306328.57;2115.77;13080.0;36502.0
Dúplex;140.0;2;2;0.0;En buen estado;199000.0;221354.76;2379.6;13993.0;36837.0
Piso;68.0;3;1;4.0;En buen estado;139000.0;307364.24;2577.14;14205.0;36962.0
Piso;84.0;3;1;2.0;A reformar;169900.0;290766.43;2029.47;12566.0;34529.0
Piso;77.0;3;1;2.0;En buen estado;124990.0;260408.74;2079.61;13327.0;39791.0
Piso;70.0;3;1;1.0;En buen estado;110000.0;307364.24;2577.14;14205.0;36962.0
Piso;110.0;3;2;1.0;En buen estado;255000.0;290766.43;2029.47;12566.0;34529.0
Piso;68.0;3;1;2.0;En buen estado;220000.0;381560.93;3252.04;15115.0;39321.0
Piso;65.0;3;1;1.0;En buen estado;153000.0;242575.4;2307.17;13120.0;34335.0
Piso;222.0;3;2;3.0;A estrenar;918000.0;1474913.24;9115.3;25956.0;60217.0
Casa adosada;220.0;3;2;0.0;A estrenar;495000.0;418612.5;2278.56;13782.0;41736.0
Piso;60.0;1;1;1.0;En buen estado;215000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;115.0;3;2;1.0;Reformado;720000.0;820074.21;6639.78;19199.0;38360.0
Piso;78.0;3;1;1.0;En buen estado;141500.0;277223.0;2996.8;10797.0;30023.0
Piso;145.0;3;2;5.0;En buen estado;459000.0;404569.14;4016.05;16890.0;41311.0
Piso;86.0;3;1;1.0;En buen estado;150000.0;246055.29;2777.76;12275.0;32050.0
Piso;70.0;3;1;4.0;En buen estado;125000.0;246055.29;2777.76;12275.0;32050.0
Piso;95.0;3;1;1.0;En buen estado;189999.0;381560.93;3252.04;15115.0;39321.0
Piso;105.0;4;2;11.0;En buen estado;220000.0;179978.75;2366.13;10941.0;28681.0
Piso;130.0;3;2;7.0;En buen estado;237000.0;290766.43;2029.47;12566.0;34529.0
Piso;90.0;3;1;2.0;Reformado;168000.0;204509.83;2052.7;11788.0;34016.0
Piso;78.0;2;2;0.0;A estrenar;168000.0;204509.83;2052.7;11788.0;34016.0
Piso;94.0;3;2;1.0;En buen estado;295000.0;274876.67;3074.19;15667.0;38421.0
Chalet;559.0;3;3;0.0;En buen estado;235000.0;153250.0;972.83;11339.0;30052.0
