Tipo_vivienda;Superficie construida;Habitaciones;Baños;Planta;Conservación;Precio;PMZona;PMm²Zona;RMP;RMH
Ático;139.0;3;2;1.0;A estrenar;722916.0;734591.73;3773.82;21254.0;65428.0
Casa unifamiliar;190.0;1;2;0.0;En buen estado;170000.0;193333.33;1158.94;11299.0;30021.0
Estudio;40.0;1;1;0.0;Reformado;159000.0;404569.14;4016.05;16890.0;41311.0
Casa adosada;224.0;5;3;0.0;En buen estado;410000.0;307364.24;2577.14;14205.0;36962.0
Chalet;110.0;3;3;0.0;A estrenar;285000.0;235316.67;2095.28;12964.0;37310.0
Casa pareada;180.0;3;3;0.0;En buen estado;275000.0;215122.72;1537.09;12779.0;35897.0
Piso;58.0;2;1;2.0;En buen estado;139900.0;404569.14;4016.05;16890.0;41311.0
Casa adosada;193.0;4;3;0.0;A estrenar;617900.0;307364.24;2577.14;14205.0;36962.0
Piso;184.0;3;2;1.0;Reformado;289900.0;242575.4;2307.17;13120.0;34335.0
Casa unifamiliar;265.0;4;3;0.0;En buen estado;556000.0;525900.0;2577.72;17359.0;54713.0
Piso;91.0;3;1;8.0;En buen estado;187260.0;204509.83;2052.7;11788.0;34016.0
Piso;55.0;3;1;1.0;En buen estado;170000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;105.0;4;2;4.0;En buen estado;282000.0;221354.76;2379.6;13993.0;36837.0
Piso;79.0;2;1;6.0;Reformado;439000.0;1474913.24;9115.3;25956.0;60217.0
Piso;70.0;2;1;4.0;En buen estado;175000.0;404569.14;4016.05;16890.0;41311.0
Piso;143.0;4;2;1.0;En buen estado;196990.0;248415.0;1524.09;11947.0;36126.0
Chalet adosado;139.0;4;3;0.0;En buen estado;440000.0;307364.24;2577.14;14205.0;36962.0
Casa adosada;239.0;4;3;0.0;A estrenar;998900.0;381560.93;3252.04;15115.0;39321.0
Piso;50.0;1;1;0.0;En buen estado;105000.0;366900.0;3215.7;13605.0;35278.0
Dúplex;280.0;3;3;0.5;En buen estado;429000.0;444466.11;1723.89;12618.0;37319.0
Piso;90.0;3;1;3.0;En buen estado;137260.0;204509.83;2052.7;11788.0;34016.0
Piso;71.0;3;1;6.0;En buen estado;245000.0;296686.5;3182.53;13719.0;33790.0
Dúplex;65.0;1;2;3.0;En buen estado;285000.0;381560.93;3252.04;15115.0;39321.0
Piso;45.0;1;1;2.0;En buen estado;156000.0;404569.14;4016.05;16890.0;41311.0
Casa adosada;240.0;5;4;0.0;En buen estado;487500.0;242575.4;2307.17;13120.0;34335.0
Casa adosada;150.0;4;3;0.0;A estrenar;548200.0;734591.73;3773.82;21254.0;65428.0
Piso;95.0;3;1;3.0;Reformado;189990.0;290766.43;2029.47;12566.0;34529.0
Chalet;158.0;3;3;0.0;A estrenar;330000.0;323333.33;1747.9;14379.0;36547.0
Chalet adosado;235.0;5;3;0.0;A reformar;500000.0;307364.24;2577.14;14205.0;36962.0
Piso;65.0;2;1;2.0;Reformado;129900.0;179978.75;2366.13;10941.0;28681.0
Piso;102.0;3;2;3.0;En buen estado;272000.0;305824.59;2350.22;13809.0;37487.0
Piso;69.0;1;1;0.0;A estrenar;171000.0;204509.83;2052.7;11788.0;34016.0
Piso;128.0;3;2;1.0;Reformado;267260.0;204509.83;2052.7;11788.0;34016.0
Piso;110.0;3;1;4.0;En buen estado;480000.0;820074.21;6639.78;19199.0;38360.0
Piso;108.0;4;2;3.0;A reformar;200000.0;179978.75;2366.13;10941.0;28681.0
Piso;70.0;1;1;6.0;En buen estado;442000.0;675858.33;5137.28;17026.0;39991.0
Piso;175.0;4;2;4.0;En buen estado;510000.0;734591.73;3773.82;21254.0;65428.0
Piso;90.0;3;2;2.0;Reformado;310000.0;242575.4;2307.17;13120.0;34335.0
Casa adosada;334.0;5;1;0.0;A reformar;138000.0;263833.33;1146.58;13285.0;32886.0
Chalet;220.0;4;3;0.0;En buen estado;265000.0;215122.72;1537.09;12779.0;35897.0
Casa adosada;250.0;6;4;0.0;Reformado;456000.0;307364.24;2577.14;14205.0;36962.0
Piso;61.0;2;1;2.0;En buen estado;180000.0;246055.29;2777.76;12275.0;32050.0
Piso;90.0;3;2;0.0;En buen estado;181000.0;404631.82;2062.55;14522.0;39766.0
Dúplex;125.0;3;2;1.0;Reformado;207260.0;360886.67;1417.06;12998.0;42106.0
Apartamento;49.0;1;1;3.0;En buen estado;128000.0;192952.13;2158.77;11059.0;30673.0
Chalet;430.0;6;4;0.0;A reformar;419000.0;215122.72;1537.09;12779.0;35897.0
Casa adosada;149.0;4;3;0.0;A estrenar;479067.0;308670.68;3123.67;13849.0;37141.0
Piso;83.0;3;1;11.0;En buen estado;260000.0;296686.5;3182.53;13719.0;33790.0
Casa adosada;220.0;3;2;0.0;A estrenar;495000.0;418612.5;2278.56;13782.0;41736.0
Casa pareada;300.0;5;4;0.0;Reformado;550000.0;370148.66;2169.33;14996.0;43503.0
Piso;100.0;3;2;3.0;Reformado;539000.0;1533912.0;8661.73;23925.0;57448.0
Piso;149.0;4;2;1.0;A reformar;860000.0;1474913.24;9115.3;25956.0;60217.0
Piso;75.0;3;1;5.0;Reformado;350000.0;404569.14;4016.05;16890.0;41311.0
Piso;75.0;2;2;0.0;A estrenar;660000.0;1474913.24;9115.3;25956.0;60217.0
Piso;146.0;3;2;1.0;Reformado;408000.0;406000.77;2688.94;16184.000000000002;48274.0
Piso;105.0;3;2;5.0;En buen estado;330000.0;366900.0;3215.7;13605.0;35278.0
Piso;77.0;1;1;2.0;En buen estado;223000.0;366900.0;3215.7;13605.0;35278.0
Piso;55.0;1;1;2.0;En buen estado;175000.0;381560.93;3252.04;15115.0;39321.0
Chalet;243.0;4;4;0.0;En buen estado;590000.0;242575.4;2307.17;13120.0;34335.0
Piso;122.0;3;2;2.0;En buen estado;274900.0;242575.4;2307.17;13120.0;34335.0
Piso;81.0;2;1;0.0;En buen estado;196000.0;306328.57;2115.77;13080.0;36502.0
Piso;130.0;4;2;2.0;En buen estado;235000.0;204509.83;2052.7;11788.0;34016.0
Casa adosada;239.0;4;3;0.0;A estrenar;998900.0;381560.93;3252.04;15115.0;39321.0
Piso;143.0;3;2;5.0;En buen estado;334600.0;260408.74;2079.61;13327.0;39791.0
Chalet;228.0;4;3;0.0;A estrenar;469000.0;357218.18;2068.66;15275.0;48247.0
Piso;60.0;2;1;3.0;En buen estado;140000.0;366900.0;3215.7;13605.0;35278.0
Piso;97.0;3;2;1.0;En buen estado;267000.0;204509.83;2052.7;11788.0;34016.0
Piso;200.0;2;3;1.0;En buen estado;1049000.0;1471095.24;6128.53;28233.0;69670.0
Piso;163.0;4;2;1.0;En buen estado;820000.0;1471095.24;6128.53;28233.0;69670.0
Piso;82.0;3;1;1.0;En buen estado;229900.0;221354.76;2379.6;13993.0;36837.0
Casa;255.0;4;3;0.0;En buen estado;420000.0;444466.11;1723.89;12618.0;37319.0
Piso;124.0;4;2;1.0;En buen estado;300000.0;306328.57;2115.77;13080.0;36502.0
Piso;73.0;2;1;2.0;En buen estado;220000.0;449344.0;2383.43;15018.0;38927.0
Piso;139.0;3;2;1.0;A estrenar;327200.0;260408.74;2079.61;13327.0;39791.0
Piso;194.0;4;4;1.0;A estrenar;906000.0;1200411.76;5148.83;19394.0;57962.0
Dúplex;73.0;2;2;1.0;En buen estado;152000.0;306500.0;1420.3;12878.0;36785.0
Casa adosada;230.0;4;3;0.0;A estrenar;415000.0;258967.62;1906.18;12592.0;38093.0
Piso;110.0;4;2;1.0;En buen estado;385000.0;366900.0;3215.7;13605.0;35278.0
Casa adosada;150.0;4;3;0.0;A estrenar;548200.0;734591.73;3773.82;21254.0;65428.0
Chalet adosado;150.0;4;3;0.0;En buen estado;407900.0;357218.18;2068.66;15275.0;48247.0
Piso;88.0;3;1;4.0;En buen estado;139000.0;186396.42;1864.74;10251.0;30961.0
Chalet;362.0;5;4;0.0;A estrenar;695000.0;507866.67;2564.12;15757.0;46101.0
Piso;80.0;3;1;3.0;En buen estado;210000.0;361240.0;2315.8;15887.0;44955.0
Dúplex;175.0;2;1;1.0;A reformar;229000.0;227500.0;1473.13;12527.0;33904.0
Piso;86.0;2;2;1.0;En buen estado;504000.0;1474913.24;9115.3;25956.0;60217.0
Piso;305.0;5;4;4.0;En buen estado;1350000.0;380846.08;3210.44;19394.0;57962.0
Piso;142.0;3;2;2.0;A estrenar;330000.0;260408.74;2079.61;13327.0;39791.0
Piso;80.0;3;2;1.0;A estrenar;542000.0;734591.73;3773.82;21254.0;65428.0
Casa adosada;119.0;3;2;0.0;A estrenar;309900.0;314766.67;2226.41;13416.0;38662.0
Casa adosada;120.0;3;3;0.0;En buen estado;311900.0;314766.67;2226.41;13416.0;38662.0
Piso;174.0;4;2;2.0;En buen estado;795000.0;1235417.65;4893.34;20671.0;55125.0
Piso;85.0;2;2;1.0;En buen estado;190990.0;210890.64;2134.95;10929.0;32680.0
Dúplex;133.0;3;3;0.0;A estrenar;209900.0;272592.86;2017.34;14005.0;42553.0
Piso;120.0;4;1;0.0;En buen estado;160000.0;186396.42;1864.74;10251.0;30961.0
Ático;128.0;4;2;4.0;En buen estado;624999.0;380846.08;3210.44;19394.0;57962.0
Piso;60.0;2;1;1.0;En buen estado;134900.0;205671.43;1738.44;11588.0;32406.0
Piso;139.0;3;2;1.0;A estrenar;327200.0;260408.74;2079.61;13327.0;39791.0
Casa adosada;119.0;3;2;0.0;A estrenar;315900.0;314766.67;2226.41;13416.0;38662.0
Piso;151.0;3;2;2.0;A estrenar;730000.0;404569.14;4016.05;16890.0;41311.0
Piso;116.0;3;2;1.0;A estrenar;1412985.0;1616817.59;7863.47;25275.0;56281.0
Piso;76.0;3;2;1.0;A estrenar;776000.0;1235417.65;4893.34;20671.0;55125.0
Piso;101.0;3;2;1.0;A estrenar;392750.0;433906.82;2550.17;17250.0;54057.0
Casa pareada;230.0;3;4;0.0;En buen estado;550000.0;406000.77;2688.94;16184.000000000002;48274.0
Apartamento;60.0;1;1;5.0;En buen estado;245000.0;192952.13;2158.77;11059.0;30673.0
Piso;98.0;2;2;4.0;A estrenar;285000.0;233732.5;2406.18;13809.0;37487.0
Chalet;145.0;5;3;0.0;A estrenar;483900.0;507866.67;2564.12;15757.0;46101.0
Piso;145.0;4;2;1.0;A estrenar;659900.0;562942.11;3460.16;20477.0;59299.0
Piso;156.0;3;3;1.0;A estrenar;381900.0;507866.67;2564.12;15757.0;46101.0
Piso;76.0;2;2;1.0;A estrenar;239900.0;440344.29;2681.07;13809.0;37487.0
Chalet;325.0;3;3;0.0;A estrenar;500000.0;290766.43;2029.47;12566.0;34529.0
Loft;65.0;2;1;0.0;A estrenar;229750.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;140.0;2;2;3.0;En buen estado;435000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;68.0;2;2;4.0;A estrenar;224088.0;186396.42;1864.74;10251.0;30961.0
Piso;61.0;1;1;1.0;A estrenar;399000.0;468570.0;5082.27;20103.0;46699.0
Piso;146.0;3;2;3.0;En buen estado;795000.0;682685.09;4200.49;20500.0;54316.0
Piso;86.0;2;1;1.0;A estrenar;159000.0;260408.74;2079.61;13327.0;39791.0
Piso;129.0;3;2;3.0;A estrenar;644000.0;1200411.76;5148.83;19394.0;57962.0
Chalet;117.0;4;2;0.0;En buen estado;380000.0;370000.0;2223.93;14043.0;37099.0
Piso;140.0;4;2;1.0;A estrenar;287200.0;263150.0;2030.34;13809.0;37487.0
Casa adosada;230.0;4;3;0.0;A estrenar;415000.0;258967.62;1906.18;12592.0;38093.0
Piso;122.0;3;2;2.0;A estrenar;515000.0;734591.73;3773.82;21254.0;65428.0
Piso;104.0;2;1;1.0;En buen estado;260000.0;380846.08;3210.44;19394.0;57962.0
Piso;62.0;3;2;1.0;A estrenar;223768.0;260408.74;2079.61;13327.0;39791.0
Piso;178.0;2;2;0.0;A estrenar;190804.0;258967.62;1906.18;12592.0;38093.0
Casa adosada;160.0;3;3;0.0;En buen estado;320000.0;205671.43;1738.44;11588.0;32406.0
Piso;122.0;3;2;1.0;A estrenar;316631.0;305824.59;2350.22;13809.0;37487.0
Chalet;204.0;4;3;0.0;A estrenar;455000.0;323333.33;1747.9;14379.0;36547.0
Piso;149.0;3;2;0.0;A estrenar;589000.0;562942.11;3460.16;20477.0;59299.0
Piso;123.0;4;2;0.0;En buen estado;290000.0;210890.64;2134.95;10929.0;32680.0
Piso;91.0;2;2;0.0;A estrenar;259000.0;248278.5;2450.79;13234.0;36256.0
Casa adosada;348.0;3;3;0.0;A estrenar;420000.0;290766.43;2029.47;12566.0;34529.0
Piso;62.0;2;1;1.0;A estrenar;67700.0;128466.67;1168.87;10548.0;26755.0
Loft;96.0;2;1;1.0;A estrenar;232000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;149.0;3;2;3.0;A estrenar;653970.0;682685.09;4200.49;20500.0;54316.0
Piso;82.0;2;2;4.0;A estrenar;271900.0;320904.52;2307.83;12745.0;36317.0
Chalet;310.0;5;3;0.0;A estrenar;874900.0;525900.0;2577.72;17359.0;54713.0
Piso;132.0;3;2;1.0;A estrenar;275000.0;204509.83;2052.7;11788.0;34016.0
Piso;51.0;2;1;2.0;A estrenar;150000.0;487560.0;1832.85;12207.0;33749.0
Casa pareada;173.0;4;3;0.0;A estrenar;490050.0;347533.53;2035.92;16160.0;47715.0
Casa adosada;139.0;3;2;0.0;A estrenar;460000.0;290766.43;2029.47;12566.0;34529.0
Piso;94.0;2;2;1.0;A estrenar;248000.0;204509.83;2052.7;11788.0;34016.0
Piso;115.0;3;2;1.0;En buen estado;690000.0;380846.08;3210.44;19394.0;57962.0
Piso;142.0;3;2;2.0;A estrenar;330000.0;260408.74;2079.61;13327.0;39791.0
Casa;142.0;3;3;0.0;A estrenar;423500.0;320904.52;2307.83;12745.0;36317.0
Dúplex;68.0;2;2;2.0;A estrenar;155930.0;260408.74;2079.61;13327.0;39791.0
Piso;40.0;1;1;1.0;En buen estado;155000.0;352000.0;2939.32;15729.0;44138.0
Piso;90.0;2;2;0.0;A estrenar;398000.0;277223.0;2996.8;10797.0;30023.0
Piso;110.0;3;2;0.0;A estrenar;173000.0;197380.0;1582.78;11115.0;33852.0
Chalet;289.0;4;3;0.0;A estrenar;769900.0;440344.29;2681.07;13809.0;37487.0
Chalet;221.0;3;3;0.0;A estrenar;465000.0;320904.52;2307.83;12745.0;36317.0
Piso;151.0;4;2;1.0;A estrenar;471400.0;242575.4;2307.17;13120.0;34335.0
Piso;112.0;4;2;1.0;A estrenar;213939.0;215122.72;1537.09;12779.0;35897.0
Chalet;329.0;5;3;0.0;A estrenar;870000.0;1091446.77;3066.01;23169.0;76685.0
Piso;101.0;3;2;2.0;A estrenar;325000.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;89.0;2;2;1.0;A estrenar;326000.0;307364.24;2577.14;14205.0;36962.0
Piso;66.0;2;1;0.0;En buen estado;172000.0;222275.0;1916.51;12184.0;34865.0
Piso;48.0;1;1;1.0;A estrenar;81200.0;142381.82;1229.03;11421.0;32837.0
Chalet;216.0;3;3;0.0;A estrenar;479000.0;320904.52;2307.83;12745.0;36317.0
Piso;85.0;1;1;1.0;A estrenar;221705.0;820931.96;2942.56;16370.999999999998;45647.0
Piso;88.0;3;1;1.0;En buen estado;85000.0;85000.0;965.91;10288.0;26205.0
Casa adosada;220.0;4;3;0.0;A estrenar;434000.0;359000.0;1867.99;15193.0;38691.0
Casa adosada;204.0;5;4;0.0;En buen estado;408000.0;361240.0;2315.8;15887.0;44955.0
Casa pareada;274.0;3;3;0.0;En buen estado;355000.0;366940.0;1570.63;11690.0;33819.0
Piso;96.0;2;2;1.0;A estrenar;384041.0;734591.73;3773.82;21254.0;65428.0
Piso;80.0;3;2;1.0;A estrenar;542000.0;734591.73;3773.82;21254.0;65428.0
Piso;99.0;2;2;1.0;A estrenar;280000.0;307364.24;2577.14;14205.0;36962.0
Piso;78.0;2;2;1.0;A estrenar;162975.0;210890.64;2134.95;10929.0;32680.0
Casa adosada;338.0;4;3;0.0;A estrenar;399000.0;215122.72;1537.09;12779.0;35897.0
Casa adosada;333.0;4;3;0.0;A estrenar;447000.0;260408.74;2079.61;13327.0;39791.0
Chalet;229.0;4;3;0.0;A estrenar;489000.0;357218.18;2068.66;15275.0;48247.0
Piso;106.0;3;2;2.0;A estrenar;395000.0;734591.73;3773.82;21254.0;65428.0
Chalet;115.0;4;2;0.0;En buen estado;260000.0;197380.0;1582.78;11115.0;33852.0
Casa adosada;217.0;5;4;0.0;A estrenar;675700.0;307364.24;2577.14;14205.0;36962.0
Casa adosada;220.0;3;2;0.0;A estrenar;530000.0;418612.5;2278.56;13782.0;41736.0
Piso;82.0;2;2;1.0;A estrenar;188089.0;210890.64;2134.95;10929.0;32680.0
Casa adosada;262.0;4;3;0.0;A estrenar;417000.0;260408.74;2079.61;13327.0;39791.0
Chalet;243.0;3;3;0.0;A estrenar;330000.0;323333.33;1747.9;14379.0;36547.0
Chalet;135.0;4;3;0.0;A estrenar;315000.0;235316.67;2095.28;12964.0;37310.0
Piso;120.0;3;2;1.0;A estrenar;176985.0;347533.53;2035.92;16160.0;47715.0
Ático;69.0;1;1;5.0;A estrenar;196415.0;260408.74;2079.61;13327.0;39791.0
Chalet;241.0;4;3;0.0;A estrenar;669900.0;440344.29;2681.07;13809.0;37487.0
Piso;114.0;3;2;2.0;A estrenar;300200.0;260408.74;2079.61;13327.0;39791.0
Dúplex;181.0;3;2;1.0;A estrenar;475000.0;307364.24;2577.14;14205.0;36962.0
Casa;312.0;4;3;0.0;A estrenar;594550.0;433906.82;2550.17;17250.0;54057.0
Ático;123.0;2;2;7.0;A estrenar;960000.0;404569.14;4016.05;16890.0;41311.0
Piso;152.0;3;3;2.0;A estrenar;379900.0;507866.67;2564.12;15757.0;46101.0
Piso;75.0;2;2;9.0;A estrenar;270000.0;308670.68;3123.67;13849.0;37141.0
Chalet;300.0;5;3;0.0;A estrenar;819900.0;525900.0;2577.72;17359.0;54713.0
Casa;312.0;4;3;0.0;A estrenar;592550.0;433906.82;2550.17;17250.0;54057.0
Ático;120.0;3;2;1.0;A estrenar;589900.0;366900.0;3215.7;13605.0;35278.0
Piso;110.0;2;2;5.0;A estrenar;507310.0;682685.09;4200.49;20500.0;54316.0
Chalet;269.0;4;3;0.0;A estrenar;417000.0;260408.74;2079.61;13327.0;39791.0
Piso;237.0;3;4;2.0;A estrenar;1268966.0;1474913.24;9115.3;25956.0;60217.0
Piso;151.0;3;2;2.0;A estrenar;730000.0;404569.14;4016.05;16890.0;41311.0
Chalet;284.0;4;3;0.0;A estrenar;704900.0;440344.29;2681.07;13809.0;37487.0
Piso;114.0;3;2;1.0;A estrenar;450900.0;562942.11;3460.16;20477.0;59299.0
Casa adosada;287.0;3;3;0.0;A estrenar;390000.0;290766.43;2029.47;12566.0;34529.0
Ático;136.0;3;2;1.0;A estrenar;787043.0;734591.73;3773.82;21254.0;65428.0
Piso;117.0;3;2;1.0;A estrenar;407900.0;296686.5;3182.53;13719.0;33790.0
Casa adosada;246.0;3;3;0.0;A estrenar;441000.0;290766.43;2029.47;12566.0;34529.0
Piso;88.0;2;2;1.0;A estrenar;299000.0;307364.24;2577.14;14205.0;36962.0
Piso;41.0;1;1;1.0;A estrenar;365000.0;675858.33;5137.28;17026.0;39991.0
Piso;113.0;3;2;1.0;A estrenar;187704.0;258967.62;1906.18;12592.0;38093.0
Piso;58.0;2;1;1.0;A estrenar;143900.0;260408.74;2079.61;13327.0;39791.0
Ático;209.0;3;2;1.0;A estrenar;629900.0;562942.11;3460.16;20477.0;59299.0
Piso;115.0;3;2;1.0;A estrenar;377900.0;366900.0;3215.7;13605.0;35278.0
Piso;157.0;3;2;7.0;A estrenar;546000.0;562942.11;3460.16;20477.0;59299.0
Piso;113.0;3;2;1.0;A estrenar;448900.0;562942.11;3460.16;20477.0;59299.0
Piso;63.0;1;1;2.0;A estrenar;256000.0;381560.93;3252.04;15115.0;39321.0
Piso;151.0;3;2;1.0;A estrenar;725000.0;404569.14;4016.05;16890.0;41311.0
Piso;143.0;2;2;1.0;A estrenar;524000.0;562942.11;3460.16;20477.0;59299.0
Casa;154.0;3;3;0.0;A estrenar;429500.0;320904.52;2307.83;12745.0;36317.0
Piso;133.0;4;2;1.0;A estrenar;327200.0;260408.74;2079.61;13327.0;39791.0
Chalet;198.0;4;3;0.0;A estrenar;569900.0;440344.29;2681.07;13809.0;37487.0
Piso;105.0;3;2;1.0;A estrenar;386000.0;307364.24;2577.14;14205.0;36962.0
Piso;114.0;3;2;2.0;A estrenar;312200.0;260408.74;2079.61;13327.0;39791.0
Casa adosada;239.0;4;3;0.0;A estrenar;964900.0;381560.93;3252.04;15115.0;39321.0
Piso;111.0;3;2;1.0;A estrenar;393900.0;296686.5;3182.53;13719.0;33790.0
Piso;99.0;2;2;1.0;A estrenar;332500.0;308670.68;3123.67;13849.0;37141.0
Chalet;124.0;5;3;0.0;A estrenar;779900.0;525900.0;2577.72;17359.0;54713.0
Casa adosada;217.0;4;3;0.0;A estrenar;399000.0;258967.62;1906.18;12592.0;38093.0
Piso;98.0;2;2;0.0;A estrenar;259800.0;305824.59;2350.22;13809.0;37487.0
Chalet;300.0;5;3;0.0;A estrenar;799900.0;525900.0;2577.72;17359.0;54713.0
Casa adosada;203.0;4;3;0.0;A estrenar;997900.0;381560.93;3252.04;15115.0;39321.0
Piso;76.0;3;2;1.0;A estrenar;776000.0;1235417.65;4893.34;20671.0;55125.0
Casa adosada;193.0;4;3;0.0;A estrenar;617900.0;307364.24;2577.14;14205.0;36962.0
Dúplex;215.0;4;4;2.0;A estrenar;645500.0;507866.67;2564.12;15757.0;46101.0
Chalet;222.0;4;3;0.0;A estrenar;425000.0;258967.62;1906.18;12592.0;38093.0
Piso;185.0;2;3;3.0;A estrenar;998500.0;1474913.24;9115.3;25956.0;60217.0
Piso;65.0;1;1;3.0;A estrenar;269000.0;381560.93;3252.04;15115.0;39321.0
Piso;117.0;3;2;1.0;A estrenar;397900.0;296686.5;3182.53;13719.0;33790.0
Chalet;302.0;3;3;0.0;A estrenar;505000.0;320904.52;2307.83;12745.0;36317.0
Chalet;144.0;5;3;0.0;A estrenar;469500.0;507866.67;2564.12;15757.0;46101.0
Piso;199.0;4;3;4.0;A estrenar;659000.0;562942.11;3460.16;20477.0;59299.0
Piso;68.0;2;2;2.0;A estrenar;184180.0;186396.42;1864.74;10251.0;30961.0
Chalet;300.0;5;3;0.0;A estrenar;799900.0;525900.0;2577.72;17359.0;54713.0
Piso;80.0;2;1;1.0;A estrenar;158300.0;260408.74;2079.61;13327.0;39791.0
Ático;173.0;3;2;1.0;A estrenar;227004.0;258967.62;1906.18;12592.0;38093.0
Piso;113.0;3;2;1.0;A estrenar;181804.0;258967.62;1906.18;12592.0;38093.0
Piso;138.0;2;2;0.0;A estrenar;398900.0;507866.67;2564.12;15757.0;46101.0
Ático;248.0;4;2;8.0;A estrenar;1058740.0;682685.09;4200.49;20500.0;54316.0
Ático;113.0;3;2;3.0;A estrenar;459900.0;320904.52;2307.83;12745.0;36317.0
Piso;71.0;2;2;1.0;A estrenar;150500.0;260408.74;2079.61;13327.0;39791.0
Casa;150.0;3;3;0.0;A estrenar;408500.0;320904.52;2307.83;12745.0;36317.0
Chalet;204.0;4;3;0.0;A estrenar;430000.0;323333.33;1747.9;14379.0;36547.0
Ático;94.0;2;2;1.0;A estrenar;439900.0;296686.5;3182.53;13719.0;33790.0
Piso;94.0;2;2;1.0;A estrenar;339000.0;307364.24;2577.14;14205.0;36962.0
Casa;142.0;3;3;0.0;A estrenar;413500.0;320904.52;2307.83;12745.0;36317.0
Chalet;300.0;5;3;0.0;A estrenar;784900.0;525900.0;2577.72;17359.0;54713.0
Piso;84.0;3;2;2.0;A estrenar;216150.0;186396.42;1864.74;10251.0;30961.0
Piso;62.0;1;1;4.0;A estrenar;265000.0;381560.93;3252.04;15115.0;39321.0
Chalet;210.0;4;3;0.0;A estrenar;445000.0;323333.33;1747.9;14379.0;36547.0
Casa adosada;234.0;4;3;0.0;A estrenar;390000.0;258967.62;1906.18;12592.0;38093.0
Ático;164.0;2;2;1.0;A estrenar;305806.0;305824.59;2350.22;13809.0;37487.0
Piso;124.0;3;2;1.0;A estrenar;381900.0;246055.29;2777.76;12275.0;32050.0
Piso;101.0;3;2;1.0;A estrenar;392750.0;433906.82;2550.17;17250.0;54057.0
Piso;101.0;3;2;1.0;A estrenar;389750.0;433906.82;2550.17;17250.0;54057.0
Piso;129.0;3;2;2.0;A estrenar;634000.0;1200411.76;5148.83;19394.0;57962.0
Casa adosada;287.0;3;3;0.0;A estrenar;390000.0;290766.43;2029.47;12566.0;34529.0
Piso;80.0;2;2;4.0;A estrenar;242000.0;233732.5;2406.18;13809.0;37487.0
Piso;121.0;2;2;0.0;A estrenar;458000.0;277223.0;2996.8;10797.0;30023.0
Piso;101.0;2;2;1.0;A estrenar;319900.0;366900.0;3215.7;13605.0;35278.0
Ático;163.0;2;2;1.0;A estrenar;307159.0;305824.59;2350.22;13809.0;37487.0
Piso;65.0;1;1;1.0;A estrenar;254000.0;381560.93;3252.04;15115.0;39321.0
Loft;86.0;2;1;1.0;A estrenar;209000.0;820931.96;2942.56;16370.999999999998;45647.0
Casa adosada;171.0;4;3;0.0;A estrenar;336000.0;323333.33;1747.9;14379.0;36547.0
Chalet;222.0;3;3;0.0;A estrenar;429000.0;320904.52;2307.83;12745.0;36317.0
Chalet;284.0;4;3;0.0;A estrenar;714900.0;440344.29;2681.07;13809.0;37487.0
Piso;50.0;1;1;0.0;A estrenar;265000.0;734591.73;3773.82;21254.0;65428.0
Ático;256.0;4;3;1.0;A estrenar;679900.0;562942.11;3460.16;20477.0;59299.0
Chalet;318.0;3;3;0.0;A estrenar;479000.0;320904.52;2307.83;12745.0;36317.0
Piso;111.0;2;2;1.0;A estrenar;715000.0;404569.14;4016.05;16890.0;41311.0
Ático;126.0;3;2;4.0;A estrenar;814000.0;1200411.76;5148.83;19394.0;57962.0
Piso;90.0;2;2;1.0;A estrenar;361520.0;734591.73;3773.82;21254.0;65428.0
Piso;95.0;2;2;2.0;A estrenar;312000.0;308670.68;3123.67;13849.0;37141.0
Piso;112.0;3;2;1.0;A estrenar;186904.0;258967.62;1906.18;12592.0;38093.0
Piso;94.0;2;2;1.0;A estrenar;376929.0;734591.73;3773.82;21254.0;65428.0
Piso;73.0;2;2;3.0;A estrenar;236000.0;233732.5;2406.18;13809.0;37487.0
Piso;98.0;2;2;1.0;A estrenar;332500.0;308670.68;3123.67;13849.0;37141.0
Casa adosada;287.0;3;3;0.0;A estrenar;390000.0;290766.43;2029.47;12566.0;34529.0
Ático;229.0;4;2;8.0;A estrenar;1023450.0;682685.09;4200.49;20500.0;54316.0
Chalet;272.0;4;3;0.0;A estrenar;437000.0;260408.74;2079.61;13327.0;39791.0
Piso;110.0;2;2;1.0;A estrenar;345900.0;366900.0;3215.7;13605.0;35278.0
Piso;122.0;3;2;1.0;A estrenar;312572.0;305824.59;2350.22;13809.0;37487.0
Casa adosada;263.0;4;3;0.0;A estrenar;407000.0;260408.74;2079.61;13327.0;39791.0
Chalet;145.0;5;3;0.0;A estrenar;548900.0;507866.67;2564.12;15757.0;46101.0
Piso;98.0;2;2;4.0;A estrenar;285000.0;233732.5;2406.18;13809.0;37487.0
Piso;76.0;3;2;2.0;A estrenar;201510.0;186396.42;1864.74;10251.0;30961.0
Dúplex;229.0;4;2;8.0;A estrenar;1023450.0;682685.09;4200.49;20500.0;54316.0
Piso;196.0;3;2;5.0;A estrenar;699000.0;277223.0;2996.8;10797.0;30023.0
Ático;126.0;3;2;4.0;A estrenar;804000.0;1200411.76;5148.83;19394.0;57962.0
